Author,Text,User Location,Country_Code,Tweet Country,created_at,Emotion
NolaMarion14, : Why are there so many people so invested in denying that covid-19 doesn’t spread in schools? Is it just the money? They…,,None,None,2021-03-23 11:15:22,neutral
AlexSimko5," : BREAKING: U.S. National Institutes of Health says AstraZeneca may have released ""outdated information"" from COVID-19 vaccine t…",,None,None,2021-03-23 11:15:22,fear
anews,"The Czech Republic said on Tuesday the total number of deaths connected to COVID-19 had passed the 25,000 mark. ","Istanbul, Turkey",USA,None,2021-03-23 11:15:23,sadness
GraftonHSFB,"The Test/Quiz ""Football COVID-19 Screen"" has been posted for Tuesday, March 23. 

To view the Test/Quiz, click the… ",,None,None,2021-03-23 11:15:23,fear
ProfCiara," : ZERO Cases today!
Navajo Nation has 0 cases of COVID-19 infection today, March 22, 2021. the last time we had 0 cases…","Gulfport, FL",None,None,2021-03-23 11:15:23,fear
Fern514," : No, it's not 1 April.

Government workers demand an 80% increase in their minimum wage – and at least R36,000 in Covid-19 ‘d…",,None,None,2021-03-23 11:15:24,anger
calgarysun,Bell: Alberta's COVID-19 roadblock on the way back to normal  ,"ÜT: 50.953278,-113.978785",None,None,2021-03-23 11:15:24,fear
_JAMGOTCHIAN,Arizona man arrested after holding National Guardsmen transporting COVID-19 vaccines at gunpoint: cops #Arizona ,,None,None,2021-03-23 11:15:24,fear
MRobertsQLD,Thank you Craig for being on top of things - as usual,"Brisbane, Queensland",None,None,2021-03-23 11:15:25,joy
_dasiago,Dissolve this thing,Kenya,None,None,2021-03-23 11:15:25,sadness
_Pe_Jota, : New study suggests that almost half of Brazil's population believes in at least one of the many lies being spread about…,Araguaína-TO,None,None,2021-03-23 11:15:25,anger
bright_oparaji," _NWL: _PCPH Researchers have proposed a model to support the safe return of crowds to live events, while reducing the risk…",Liverpool ,None,None,2021-03-23 11:15:26,fear
JZMorrisEsq, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Philadelphia, PA",None,None,2021-03-23 11:15:26,fear
Samir_Grover," : Our new paper in _Gastro!

 Impact of COVID-19 on GI cancers in 

 in new Dx of Esoph, Liver, Biliary &amp; Pancr…",Toronto,None,None,2021-03-23 11:15:27,fear
josh__efc, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,"Liverpool, England",None,None,2021-03-23 11:15:27,joy
PIBKohima, : COVID-19 Testing Update. For more details visit:  _INDIA  #ICMRFIGHTSCOVID19 #Ind…,"Kohima, India",None,None,2021-03-23 11:15:27,fear
lanuuhbanana," : Situation at The Medical City.

Hospital has declared full capacity for COVID-19 patients. All 120 beds reserved for patient…",inside your head,None,None,2021-03-23 11:15:27,fear
DarcyB," : “In total, the Saskatchewan Health Authority (SHA) said that 28 out of 37 ICU beds in the city’s two hospitals were occu…", ,None,None,2021-03-23 11:15:27,fear
Suicide_Med, _klaus: _Lauterbach: Aha. Die beste Lanzeitstudie über #LongCovid. An internat. web-based survey? Survey distribution via onl…,Nah dran,CAN,None,2021-03-23 11:15:27,fear
jdkburke, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Atlanta, GA",GBR,None,2021-03-23 11:15:27,fear
SSiaguru," : #PNG today received 8,000 doses of COVID-19 vaccine. This initial batch, provided by the Government of Australia, will be off…",Papua New Guinea,IND,None,2021-03-23 11:15:27,fear
elm379," : Joe Biden’s Border Crisis is spreading COVID-19 far faster than “spring break” in Miami.

The media knows it. Putting hu…",,None,None,2021-03-23 11:15:27,fear
Zubia07175829, : Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery after he tests Covid-19 positive ,,None,None,2021-03-23 11:15:27,joy
Loay_Mudhoon,"Playing politics with poverty

President Sisi’s COVID-19 divisive vaccine strategy

… ",,None,None,2021-03-23 11:15:28,fear
Wellcome_Home,(Doctors advise on timing of mammograms and the COVID-19 vaccine – Encinitas Advocate) has been published on chines… ,Zieglerville PA,None,None,2021-03-23 11:15:28,fear
realJoeyMG,None,My bedroom (most likely),None,None,2021-03-23 11:15:29,neutral
JeffreyLerman," Meanwhile, south of the border:","Home, typically",None,None,2021-03-23 11:15:29,fear
MsGabrielReyes," : Ooooh, so people are outraged in the comments but when Elsa complained about poor service it was ""be patriotic"" …","Nairobi, Kenya",None,None,2021-03-23 11:15:30,anger
jeongbyulji, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,Colombia,None,None,2021-03-23 11:15:30,fear
katemosse," _latest: As we reach the anniversary of the first GBR national lockdown, we remember the doctors who have died of covid-19

""Each nam…",Chichester,None,None,2021-03-23 11:15:31,sadness
AdamMcQuilkinBS,105 cup cakes delivered by _Spectrum to our local COVID-19 vaccine centre as as big thank you to the army of vo… ,"Ollerton, England",None,None,2021-03-23 11:15:31,fear
tdawry,"The various vaccines all being able to claim 100% efficacy against severe disease is nothing short of a coup.

Syst… ","Christiansburg, VA",None,None,2021-03-23 11:15:32,joy
SalibaEra_,"Covid-19 is real my guys, continue wearing that mask, wash your hands with running water or a sanitizer, maintain s… ","London, England",None,None,2021-03-23 11:15:33,fear
thereald0rt," : ""One recent review found that 47 percent of people with Covid-19 had smell and taste changes; of those, about half repor…","Meath, Ireland",None,None,2021-03-23 11:15:33,fear
seanxchen, : Oil prices fall more than 3% as European COVID-19 curbs point to demand hit ,Toronto and Internet,None,None,2021-03-23 11:15:33,fear
AUBMCF," : To help raise awareness on protection from COVID-19 in Somalia, and as part of the #ServiceDay activities co-organized by …",Reynolds Hall,GBR,None,2021-03-23 11:15:33,fear
civilianPower77, : Pakistan gets ready for fourth wave of COVID-19 | Op-eds – Gulf News ,,None,None,2021-03-23 11:15:34,fear
apexworldnews,"The GPO has been developing its Covid-19 vaccine by cultivating the inactivated virus in hen eggs, before extractin… ",,GBR,None,2021-03-23 11:15:34,fear
Imkatyxx," : METRO MANILA is now at HIGH RISK in terms of ICU bed occupancy for the first time since August last year ‼

Over 70% of I…","Tandang sora qc, philippines",None,None,2021-03-23 11:15:34,fear
Azizolurhemmy," _oye: All this online vendors should be calming down with their prices. Ewo ni nose mask 15k, how much con be COVID-19 vaccine?","own my own,minding my business",CAN,None,2021-03-23 11:15:34,fear
fearthegobbler," : Public health officials, like Dr. Fauci, and the mainstream media have exacerbated the COVID-19 epidemic. Their fear-mo…",HokieNation,None,None,2021-03-23 11:15:35,fear
metalhip_ncl, : JUST PUBLISHED!: Study finds patients in a state ‘worse than death’ while waiting for a hip or knee arthroplasty has nearly…,Newcastle upon Tyne,None,None,2021-03-23 11:15:35,fear
GaneshP15670409," : Mexico President Andres Manuel Lopez Obrador has expressed his gratitude towards the Indian government for providing 8,70,…","Maharashtra, India",None,None,2021-03-23 11:15:35,joy
sniffydogs,At least three fully vaccinated Hawaiians caught COVID-19  via ,Near Lake Michigan,None,None,2021-03-23 11:15:35,fear
dinonadx,Thank you one and all.  Please remember these faces when you hear the politicians rewriting history.… ,Belfast / Glenavy,None,None,2021-03-23 11:15:36,joy
HerosMoraes," : Vietnam is developing 4 COVID-19 vaccines, and the first one could be available in Sep 2021. But more importantly, COVID-1…","Florianópolis, Brasil",None,None,2021-03-23 11:15:36,neutral
SudburyFdn," : Removing Myths Around COVID-19 Vaccine--Join Zoom Community Session for COVID-19 Educational Presentation! 

Mon. March…","Sudbury, MA",None,None,2021-03-23 11:15:36,fear
cmglen1," : There will be a minute's silence at noon to remember those who have died of COVID-19

One in six Britons (17%) have lost a frie…",Dunblane,IND,None,2021-03-23 11:15:36,sadness
SallyRMelb," : Today marks one year since Belly Mujinga was spat at whilst working as a ticket collector.

She died from COVID-19 jus…",Melbourne,None,None,2021-03-23 11:15:37,sadness
mtongkoecklin,"Apparently, Covid-19 is mostly perceived as a temporary shock, whereas the higher trading costs as a result of Brex… ","London, England",None,None,2021-03-23 11:15:37,anger
ZyiteGadgets,"Nigeria: Covid-19 - Lagos Vaccinates Nearly 50,000 Persons  ",http://www.zyite.com/,None,None,2021-03-23 11:15:37,fear
EleonorRTeopy," : I'm not upset that you lied to me, I'm upset that from now on I can't believe you.

Friedrich Nietzsche",Philippines,None,None,2021-03-23 11:15:38,sadness
hildahrabut, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Nairobi, Kenya",None,None,2021-03-23 11:15:38,fear
Caryk," _latest: As we reach the anniversary of the first GBR national lockdown, we remember the doctors who have died of covid-19

""Each nam…","Cambs, European Union 🇬🇧🇪🇺",AUS,None,2021-03-23 11:15:38,sadness
Teachcraig, : Startling new revelations are now surfacing on how former President Trump’s dislike of Gov. Jay Inslee prompted the then-pres…,,GBR,None,2021-03-23 11:15:38,fear
lmnysf," Donald Trump, Melania Trump secretly received COVID-19 vaccine in January  via ",,None,None,2021-03-23 11:15:38,fear
angelweddiy," : We adore Dr Sam, very reassuring to hear him talk about the #vaccine &amp; #Queer communities.  Clear, concise, #factual &amp; optimi…",,None,None,2021-03-23 11:15:38,fear
RsDarlene," : Rapid COVID-19 vaccine roll-out backfires in some U.S. states, study finds 
   #coronavirus http…","Kapolei, HI",None,None,2021-03-23 11:15:39,fear
Data4SDGs," : Are you working on COVID-19 vaccine prioritisation in LMICs? If so, you’ll want to register for our event co-hosted by…",Global,None,None,2021-03-23 11:15:39,neutral
jmhaigh," : Pennsylvania COVID-19 Early Warning Monitoring Dashboard Update for March 12-18: Case Increases at 14,182; Percent Pos…","emmaus, pa",None,None,2021-03-23 11:15:39,fear
LCuzan," : Hey, nice to see regulators questioning science by press release from a #Covid vaccine maker.

Too bad they didn’t before.",,None,None,2021-03-23 11:15:39,fear
June4th, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors. …,"Burnley, Lancashire",None,None,2021-03-23 11:15:39,joy
sandwellcouncil," : This Friday (26 March)! 

FREE interactive, informative  Covid-19 webinar for #Sandwell businesses. 

Ex…","Sandwell, West Midlands",None,None,2021-03-23 11:15:39,fear
NAPOFAST4R," : The vaccine is 94% effective and mil""", dis-ease 2:55,None,None,2021-03-23 11:15:39,joy
gulag2020," : U.S. officials said AstraZeneca might have included outdated information from its Covid-19 vaccine trial, providing an “incomp…",,None,None,2021-03-23 11:15:40,anger
SercoGroup, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,None,None,2021-03-23 11:15:40,fear
richard09771155," : Find Aruba COVID-19 Testing Locations and Lab Facilities - CDC requirements for US travelers. 
 htt…",Bangor Maine ,None,None,2021-03-23 11:15:40,fear
bright_oparaji," : ""One recent review found that 47 percent of people with Covid-19 had smell and taste changes; of those, about half repor…",Liverpool ,None,None,2021-03-23 11:15:40,fear
IreneJ13403016,Younger people report more side effects than seniors from COVID-19 vaccines - KITV Honolulu ,"Freeport, Michigan",None,None,2021-03-23 11:15:40,fear
Jooniestan07,"Highly unusual statement from NIAID late last night- expert panel that monitors trial safety was ""concerned"" that i… ",she/her,None,None,2021-03-23 11:15:40,fear
hokiehayes," : Do not trust the fake news about the COVID-19 vaccine.

At present, all those aged above 60 and those between 45 -59 with…","Salem, VA",None,None,2021-03-23 11:15:40,fear
m_mlentz,"Despite imposing a month-long lockdown on Paris and parts of northern France, it appears the tally of new #COVID19… ",,None,None,2021-03-23 11:15:41,fear
cardcounterswin," : Being protected from COVID-19 is the most obvious benefit of getting vaccinated, but here's another one: free doughnuts. 

Star…",,None,None,2021-03-23 11:15:41,joy
drcatherinesb,"Want another reason why you should get vaccinated?!

This! ","England, United Kingdom",None,None,2021-03-23 11:15:41,anger
chandunair,seasonal depression&gt,Chennai,None,None,2021-03-23 11:15:41,fear
Nkemnacho,COVID-19 Numbers: Iceland reported 1 new domestic case yesterday (in quarantine) and 1 at the border (with antibodi… ,*NG*,None,None,2021-03-23 11:15:41,fear
IlliniFNP," : As of today, Bangladesh ranks 13th in the world for the number of people who received at least one dose of COVID-19 vacc…",Midwest,None,None,2021-03-23 11:15:41,fear
amicus_arcane,"I spoke with News Qwerty about the impact COVID-19 has had on all of us. If you need tips to overcome the pandemic,… ",The Haunted Mansion 🏚 👻 ,None,None,2021-03-23 11:15:42,fear
NIGGOD, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,&gt,GBR,,xxxxx,fear
Iceland_Review, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Reykjavík, Iceland",None,None,2021-03-23 11:15:42,fear
SherwinAzuela," : After April 1, anyone who is over 45 years will get Covid-19 vaccination. This is a welcome step! However, at the current…",,None,None,2021-03-23 11:15:43,joy
Kellyhyman1,"In response to the covid-19 vaccine resistance, we of the big ass club you are not part of, are past the testing ph… ",United States,None,None,2021-03-23 11:15:43,fear
kavitahooda13, : Alberta's health minister repeatedly blames the federal government for the COVID-19 situation the province finds itself in.…,,None,None,2021-03-23 11:15:44,anger
MizGirl100880," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",Wishing I was in Ireland ,None,None,2021-03-23 11:15:44,anger
kGBRk44,There’s been another slight increase in new COVID-19 cases in East Sussex: 100 in the latest available 7-day period… ,Hong Kong,None,None,2021-03-23 11:15:44,fear
AbstractionPhys," : There may soon be four options for COVID-19 vaccines in the U.S.: Pfizer, Moderna, Johnson &amp; Johnson and AstraZeneca.…",,None,None,2021-03-23 11:15:45,fear
dwain_campbell, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Winnipeg, Manitoba",USA,None,2021-03-23 11:15:45,fear
cassidythelam, _Review: COVID-19 Numbers: Iceland reported 1 new domestic case yesterday (in quarantine) and 1 at the border (with antibodies).…,,None,None,2021-03-23 11:15:45,fear
EastSussexCC, : The  COVID-19 data explorer is an excellent resource if you would like to know what's going on further a…,East Sussex,None,None,2021-03-23 11:15:45,fear
luscsmoothie, : The worst thing about Miami Beach and the rest of Florida being wide open for spring break is that the people who are part…,Your Mind #LushThoughts,None,None,2021-03-23 11:15:48,fear
maniclopez,So sad. Guys don't get tired of following the covid-19 preventive measures,cabin 7. 20. #blm ♎︎,None,None,2021-03-23 11:15:48,sadness
icelandcool," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…","Brighton & Hove, GBR",None,None,2021-03-23 11:15:49,fear
Stewie_Pearce," : 3 Hawaii residents fully vaccinated against COVID-19 are infecte - Honolulu, Hawaii news, sports &amp;amp; weather - KITV Channel…","Newcastle Upon Tyne, England",None,None,2021-03-23 11:15:50,fear
MzizScott, : Around midnight last night the NIH put out a statement saying it was concerned AstraZeneca released “outdated information…,,None,None,2021-03-23 11:15:50,fear
MonroseMu, : Krispy Kreme is launching a sweet new campaign to help support COVID-19 vaccination efforts.  …, ,None,None,2021-03-23 11:15:51,fear
Chandan47222089," : BREAKING: Firm awarded £16.2m across multiple Covid-19 contracts has extensive links to the Conservatives.

Softcat Plc…","Manglaur, India",None,None,2021-03-23 11:15:51,anger
Wathasuratenchn, : Tennesseans aged 55 and older and those in Phase 2 of the state’s COVID-19 Vaccination Plan are now eligible for COVID-…,,None,None,2021-03-23 11:15:51,fear
ChelseaCirruzzo," : There’s been another slight increase in new COVID-19 cases in East Sussex: 100 in the latest available 7-day period. 

Co…","Washington, DC",GBR,None,2021-03-23 11:15:51,fear
RadioEspionage," : COVID-19 Vaccines 
(Saturday / 20-03-21)

‣ First dose: 492,106 (+4,640)
‣ Second dose: 183,840 (+2,777)
‣ Total: 675,…","Los Angeles, CA ",None,None,2021-03-23 11:15:51,fear
Happytohelp84," : Supporting a day of reflection,  in light of how COVID-19 has changed the world. .   
             #healdgreen #wilmsl…","England, United Kingdom",None,None,2021-03-23 11:15:52,fear
tax2290, : Mercedes-Benz Stadium has thousands of open appointments for those waiting to get their COVID-19 vaccinations.​  …,"Brentwood, TN",IND,None,2021-03-23 11:15:52,fear
CoolSussex, : #AstraZenecaWATCH - A U.S. health agency has issued a statement that AstraZeneca may have included outdated information i…,"Brighton & Hove, GBR",None,None,2021-03-23 11:15:52,fear
DamienMcC_dli,FabRedClaire,Mayo man in Donegal,GBR,None,2021-03-23 11:15:53,fear
DidsRT," : Regeneron said its antibody drug reduced the risk of Covid-19 hospitalization or death by about 70% in a large clinical trial, the…",Didsbury,USA,None,2021-03-23 11:15:53,fear
Ann86047872," :  At 8 a.m. today, anyone 50 or older will be able to register for a COVID-19 vaccine through the state website or hotline and th…","Georgia, USA",GBR,None,2021-03-23 11:15:53,fear
Andrewpitkin2," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",Australia🇦🇺✝️,None,None,2021-03-23 11:15:54,anger
SkJHlover, _Review: COVID-19 Numbers: Iceland reported 1 new domestic case yesterday (in quarantine) and 1 at the border (with antibodies).…,Detroit Mi,None,None,2021-03-23 11:15:54,fear
InformationalKg," : Private sector, thank you!",,None,None,2021-03-23 11:15:55,joy
Linda77666959,Questions this morning surrounding the legitimacy of the #AstraZeneca vaccine.,,None,None,2021-03-23 11:15:55,fear
badtrip4ever," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",sa puso mo,USA,None,2021-03-23 11:15:55,anger
FabRedClaire, : Essential TB services should be sustained during the COVID-19 pandemic to ensure that gains made in the fight against TB are no…, Covid-19 is the symptoma… https://t.co/2MweFPctNG,AUS,None,None,fear
Kathlab2," _30_: Pakistan PM   tests COVID-19 positive two days after getting Chinese vaccine.
Pakistani people who don't took chine…",,None,None,2021-03-23 11:15:57,fear
collin_gehl, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,"Buffalo, NY",None,None,2021-03-23 11:15:57,joy
LeslieG0410,"Eelco Dijkstra, Managing Partner at Europhia Consulting looks at global COVID-19 vaccine distribution 

",,None,None,2021-03-23 11:15:58,fear
shopiceland, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,"Brighton & Hove, GBR",None,None,2021-03-23 11:15:58,fear
ddn9747," _latest: As we reach the anniversary of the first GBR national lockdown, we remember the doctors who have died of covid-19

""Each nam…",,None,None,2021-03-23 11:15:59,sadness
BeauBowmanKCCI, : Fact check: COVID-19 vaccines won't alter recipient DNA,"Des Moines, IA",None,None,2021-03-23 11:15:59,fear
RasaanAkbar," : Ashok Gehlot to Centre, Remove age restriction for Covid-19 vaccination.

Read More:  …",92.96 mill mi away,USA,None,2021-03-23 11:15:59,fear
GavinAReid," : Ooooh, so people are outraged in the comments but when Elsa complained about poor service it was ""be patriotic""","Genève, Suisse",None,None,2021-03-23 11:15:59,anger
lmaomrutyu,HR 356: Honoring the staff members of Mission Regional Medical Center for their efforts during the COVID-19 pandemi… ,Galatfehmi,None,None,2021-03-23 11:15:59,sadness
jordgibby, : L.A. COVID-19 vaccine supply crunch makes getting a first shot a continued challenge ,"Manchester, England",None,None,2021-03-23 11:16:00,fear
Logistics__ME," : BBC | Germany imposes Covid-19 lockdown. Chancellor Angela Merkel says country was now in a ""very serious"" situation, with “c…","Dubai, United Arab Emirates",None,None,2021-03-23 11:16:00,fear
NaazKiNaazians," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",Bangladesh,None,None,2021-03-23 11:16:00,anger
pbholmes,"Even as the pace of vaccinations accelerates in the U.S., Covid-19 cases are increasing in 21 states and highly inf… ","51.440765,0.13181433",None,None,2021-03-23 11:16:00,fear
Lily1Oscar,"""It has been decided that from April 1, the COVID-19 vaccine will open for everybody above 45 years of age. We requ… ", frontline workers have suffered directly from the virus | Artic…,,None,None,fear
Abrar_INC,Excuse me?,India,GBR,None,2021-03-23 11:16:00,neutral
BuMbugua, : We are extremely proud and honored to be a part of the ‘everyone in’ project which launched London’s Homeless Health Respo…,,None,None,2021-03-23 11:16:00,joy
TXLegeBills," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Texas, USA",None,None,2021-03-23 11:16:00,anger
staran1981," : Cabinet approves COVID-19 vaccination for people above 45 years of age from April 1, says Prakash Javadekar - …","Екатеринбург, Россия",None,None,2021-03-23 11:16:01,fear
QueenMSheba," : Public health officials, like Dr. Fauci, and the mainstream media have exacerbated the COVID-19 epidemic. Their fear-mo…",Caribbean,None,None,2021-03-23 11:16:01,fear
glitzandglam0ur,"Routine COVID-19 testing for LTC staff a waste of time, Ontario science table argues ",,IND,None,2021-03-23 11:16:01,fear
ChinaDaily," : . Report  Venezuela, Cuba are two of more than 30 governments that have used the COVID-19 pandemic to justify threa…","Beijing, China",None,None,2021-03-23 11:16:02,fear
KiranMudlagiri,"""3 inequalities are likely to have risen: income btwn richer&amp; poorer, socio-econ ineq in education&amp; skills &amp;interge… ",,USA,None,2021-03-23 11:16:02,fear
BrotherDubb,The Kenya Medical Practitioners Pharmacists and Dentists Union (KMPDU) has attributed the rising number of Covid-19… ,,None,None,2021-03-23 11:16:03,fear
EdinburghCollec," : Join us at midday  

One year on..... #DayOfReflection","Edinburgh, Scotland",None,None,2021-03-23 11:16:03,fear
ouestlecafe, : That this can even be mooted is a national disgrace &amp,queer,None,None,2021-03-23 11:16:03,anger
AnkitSr06598050, : We won’t recover from the COVID-19 pandemic unless the outbreak of violent online hate is stamped out …,,None,None,2021-03-23 11:16:04,fear
CrankyChief, _JonMont: Important report - The COVID Decade: understanding the long-term societal impacts of COVID-19 ⁦_  …,Macalester Ok,None,None,2021-03-23 11:16:04,fear
globeandmail,Nigeria’s health authorities on Tuesday confirmed 131 new COVID-19 infections as it continues vaccination drive ,Canada,None,None,2021-03-23 11:16:04,fear
BenFiore6," : One year on from first lockdown, Britain grieves for COVID-19 dead  ",,None,None,2021-03-23 11:16:05,fear
rosellam," : Being protected from COVID-19 is the most obvious benefit of getting vaccinated, but here's another one: free doughnuts. 

Star…","Fredericton, Acadie",None,None,2021-03-23 11:16:05,joy
StandardKenya, : We currently hae on many fronts. Domestically,Kenya | Nairobi,None,None,2021-03-23 11:16:05,fear
katie88233454,None,"Winchester, England",None,None,2021-03-23 11:16:06,neutral
aileenacheson, : US President  congratulated President  &amp, breach of international  law. https://t.co/p8G5c24p4s,CAN,None,None,fear
globeandmail," : “Hold my hands for my last breath”
A medical staff Holds a patient hand infected with covid-19 during his last breath…",Canada,None,None,2021-03-23 11:16:07,fear
HumiHG," : COVID-19 Vaccine Notice

Vaccinations now extended to people 60 and over.

Previously, the age was 65 and over. …",,None,None,2021-03-23 11:16:07,fear
DaviesDenoes, : “An Arizona man has been arrested after he cut off and held at gunpoint a caravan of National Guardsmen transporting COVID-…,zealand,None,None,2021-03-23 11:16:08,fear
Sachin55476477," : Covid19 killed my business entirely (catering events), but I think skipping a level would be irresponsible.

Nobody enjoy…",India,GBR,None,2021-03-23 11:16:08,anger
minbabyoongi," : PSA:

New Yorkers age 50 and over will be eligible to receive a COVID-19 vaccination starting at 8 a.m. ET on Tuesday, Ma…",Hope World,None,None,2021-03-23 11:16:08,fear
HourJersey," : (1/4) Suspension of COVID-19 vaccine AstraZeneca; Paul-Ehrlich-Institut:

""The number of these cases after vaccination…",Saint Helier,CAN,None,2021-03-23 11:16:08,fear
yorkspride," : having                          disliking 
covid-19                 Zayn Malik 
                  no taste",Yorkshire Great Britain,None,None,2021-03-23 11:16:08,fear
msamandasweet,"ICYMI: Sarnia’s petrochemical industry has donated $60,000 for the roll-out of a mass COVID-19 vaccination clinic a… ",Glasgow,None,None,2021-03-23 11:16:09,fear
FC1nka," He said that many countries have the strategy to ""get enough vaccine"" and ""push enough vaccine to people,"" assumi… ",Biafra,IND,None,2021-03-23 11:16:09,fear
21aar_show, : 145 House Republicans refuse to say whether they've been vaccinated against COVID-19 ,,None,None,2021-03-23 11:16:09,fear
SalaarK24124958,"Two Nigerian COVID-19 vaccines undergo trials, await certification 
 ", Pakistani Nation on #PakistanResolutionDay. He said that US-…,,None,None,fear
aye_am_, : If you need support coping with the challenges and emotions of COVID-19 we can help. We are now a provider of NY Project Ho…,,GBR,None,2021-03-23 11:16:09,fear
DameDrFoxyB," :   Methinks you'd be right  
Tanzanian President John Magufuli decided to investigate false test claims…","Tiny Rock, Other Tiny Rocks",None,None,2021-03-23 11:16:10,anger
CalvinSquires,Plot twist : Non,USOFA,None,None,2021-03-23 11:16:10,neutral
kerrinrafuse,There are lots of different ways to take care of your mental health whilst we continue to face the challenges of Co… ,"St. John's, Newfoundland",None,None,2021-03-23 11:16:11,fear
schober_henry," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ","Philadelphia, PA",,None,2021-03-23 11:16:11,anger
Nataly13214989, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,,None,None,2021-03-23 11:16:11,fear
leenrissa,"Today is Covid-19 Day of Reflection 2021.

We've produced a blog discussing the losses experienced this last year,… ",,None,None,2021-03-23 11:16:11,sadness
BlackburnSarnia, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors. …,"Sarnia, Ontario",USA,None,2021-03-23 11:16:11,joy
sovereignnewsph, : COVID-19 vaccination myth buster: There is no way that RNA can change the DNA of anyone #Wolves ,Republic of the Philippines,None,None,2021-03-23 11:16:11,fear
KarenShuter1,"Assembly: #CM will present Budget tomorrow around 2.30 pm on the floor of the House. Total 568 starred, 1003 unstar… ",,None,None,2021-03-23 11:16:12,fear
WazoReporters," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ",,None,None,2021-03-23 11:16:12,anger
yonkerslibrary," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Yonkers, NY",None,None,2021-03-23 11:16:12,anger
FarhanCOBRA," : Are you a Catholic, living in the Diocese of Nottingham? We’d love to hear from you! Please take 10 mins to fill out a…",Pakistan,None,None,2021-03-23 11:16:13,joy
Alephshot, : New study suggests that almost half of Brazil's population believes in at least one of the many lies being spread about…,"Paris, France",None,None,2021-03-23 11:16:13,anger
NHSGBR,"Nothing is ever anyone’s fault... except not following the rules, that’s always only the public’s fault. Halajusko… ",England,None,None,2021-03-23 11:16:13,anger
WeginaldRayne," _kalerqui: PH DAILY COVID-19     GOVERNMENT 
RECORD  HIGH              RESPONSE ",Imperial Manila,None,None,2021-03-23 11:16:13,fear
Naginasyed88611, : KENYA AIRWAYS reports worst-ever loss of Sh36.2bn for 2020 as revenues decline by 59pc on account of Covid-19 disruptio…,karnatak.India,USA,None,2021-03-23 11:16:13,anger
GriefChatGBR," _DA: SA has only administered 182 983 doses of Covid-19 vaccine, meaning we are hopelessly missing even our unambitious target of va…",United Kingdom,PAK,None,2021-03-23 11:16:14,fear
politicalprude," : As part of COVID-19 #dayofreflection, _southwark will be live-streaming from 11.50am with ,  and others:…",,None,None,2021-03-23 11:16:14,fear
NHSinWolves, : There are lots of different ways to take care of your mental health whilst we continue to face the challenges of Covid-19. The E…,"Wolverhampton, West Midlands",GBR,None,2021-03-23 11:16:14,fear
goanewshub," : #ShehnaazGill wishes her crush #KartikAaryan a speedy recovery after he tests Covid-19 positive.

#COVID19 #Shehnaazian ht…","Panaji, India",None,None,2021-03-23 11:16:14,fear
trstnalxndr_,"Before COVID-19, the public health community in India was focused on eliminating tuberculosis. Put together this pi… ",ego autem sole,IND,None,2021-03-23 11:16:14,fear
jockin_dayZ," : Some people are selling COVID-19 vaccination slots – FG 

","Baltimore, MD",None,None,2021-03-23 11:16:15,fear
liveinlight_srs, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,,None,None,2021-03-23 11:16:16,fear
