Author,Text,User Location,Country_Code,Tweet Country,created_at,Emotion
EddieZipperer, : Post-acute COVID-19 syndrome | ⁦⁩ A superb comprehensive review of PASC.  ,"Milledgeville, GA",None,None,2021-03-23 11:14:44,2
IRFANNKPCC," _CfS: CfS member Paul McKeigue has recently published a paper on severe COVID-19 in Scotland, investigating:

(1) the risk of severe…","Karnataka, India",None,None,2021-03-23 11:14:44,2
soundbytte, : #IsabelPricexxx &amp,"Benoni, South Africa",None,None,2021-03-23 11:14:45,2
BayesRuth,Governor Charlie Baker is scheduled to appear before the Joint Committee on Covid-19 and Emergency Preparedness and… ,"Edinburgh, Scotland",None,None,2021-03-23 11:14:45,2
minij00n, : India saw its highest ever surge in Covid-19 cases this week. Infections rose 67% from last week to 2.6 lakh fresh cases.…,she/her ,None,None,2021-03-23 11:14:45,2
Rebones," : BREAKING: Firm awarded £16.2m across multiple Covid-19 contracts has extensive links to the Conservatives.

Softcat Plc…",Envisioned City ,None,None,2021-03-23 11:14:45,3
Gowtham09631115, : Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery after he tests Covid-19 positive ,,IND,None,2021-03-23 11:14:46,0
arthelow1, : Good,Hertfordshire ,None,None,2021-03-23 11:14:46,4
obessu,"I assume the Europeans hate the idea of putting jasmine (or ginger) oil on their scalps. 
Oily hair would totally r… ",Brussels,None,None,2021-03-23 11:14:47,3
rationalreview," : Cases of, and deaths from, Covid-19 continue to fall in the State of Texas three weeks after the Governor announced the com…","Cyberspace, baby!",None,None,2021-03-23 11:14:47,2
bankiegirl," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",bournemouth,None,None,2021-03-23 11:14:48,3
Sphe_Luyanda,Common Cold could offer protection against Covid-19  [ it also fights the Flu ] ,"Durban, South Africa",None,None,2021-03-23 11:14:48,2
euhospitals," : Australia didn’t eliminate COVID-19 by luck.

When the second wave began in Melbourne, our Prime Minister wanted us to learn…",Brussels,None,None,2021-03-23 11:14:48,3
jqanatish," : New Covid-19 symptoms:

#StaySafe 
 ",,None,None,2021-03-23 11:14:48,2
wonderi39063030," : Being protected from COVID-19 is the most obvious benefit of getting vaccinated, but here's another one: free doughnuts. 

Star…",Australia,None,None,2021-03-23 11:14:48,0
RevRanVanOsten," : Being protected from COVID-19 is the most obvious benefit of getting vaccinated, but here's another one: free doughnuts. 

Star…","New Jersey, USA",None,None,2021-03-23 11:14:48,0
Zo_It_Is,"Retweet _1
I’m Bruno Amato. I’m running for Congress to defeat Republican Kevin McCarthy, who voted AGAI… ",Mississippi,None,None,2021-03-23 11:14:49,2
shastaisjiahh," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",In The Mountains ,None,None,2021-03-23 11:14:49,3
JJ56123," :   ,  !!! 
Last week Lorna paid tribute to her former colleague who succumbed to Covid-19 and Today we ar…",USSR,None,None,2021-03-23 11:14:49,1
God61284517,Factory worker’s should be vaccinated! We need to keep our workers safe and industry working.,India,AUS,None,2021-03-23 11:14:49,4
airnews_agt,"Doubling time of COVID-19 cases in India falls from 504.4 days to 202.3 days, says health ministry ","Agartala, Tripura, India",USA,None,2021-03-23 11:14:49,2
BoechlerLindsey, _Health: British drugmaker AstraZeneca Plc may have provided an incomplete view of efficacy data on its COVID-19 vaccine from a…,"Moose Jaw, SK. ",None,None,2021-03-23 11:14:50,2
CourtHatesU,The impact of the COVID-19 pandemic on education may cut back on the gains that Kenya has made in gender equity and… ,Wiscansin,None,None,2021-03-23 11:14:50,2
Robin18606639, : friendly reminder that men who have sex with men aren’t allowed to donate blood unless they’ve been abstinent for 3 months (…,In the woods west of Atlanta,USA,None,2021-03-23 11:14:50,3
PKoletsi, : I have tested positive for COVID-19 this morning and I am currently home quarantined and undergoing treatment for the sa…,,IND,None,2021-03-23 11:14:50,2
bright_oparaji,"Some people are selling COVID-19 vaccination slots – FG 

",Liverpool ,IND,None,2021-03-23 11:14:51,2
lustful_elaine," : You hear Brazil is getting hit hard by a Covid-19 variant? Not in Maxaranguape, in northeast Brazil that adopted #Ivermect…", @GentlemanChazzy have both gotten the Covid-19 vaccine so Isabel felt it safe to come suck on Chazzy'…,your dreams,None,None,2
106WCOD,Active COVID-19 cases in House of Representatives reach 43 ,"Cape Cod, MA",None,None,2021-03-23 11:14:51,2
IRFANNKPCC,"3.293 goianienses morreram por Covid-19
","Karnataka, India",None,None,2021-03-23 11:14:51,2
Alex__Kenny,"New Yorkers above the age of 50 will be eligible to receive the COVID-19 vaccine starting Tuesday, regardless of un… ",Liverpool,None,None,2021-03-23 11:14:52,0
Bhaadmaijao,Any customer with a valid COVID-19 vaccination card will receive a free original glazed doughnut at participating l… ,Noida,None,None,2021-03-23 11:14:52,2
RHombrados,"More than two million more people became eligible for the COVID-19 vaccine on Monday, and many of them are searchin… ",,None,None,2021-03-23 11:14:52,2
joshi_sushma," :   ,  !!! 
Last week Lorna paid tribute to her former colleague who succumbed to Covid-19 and Today we ar…","Kathmandu, Nepal",None,None,2021-03-23 11:14:53,1
Seanog76," : Kenya has offered free COVID-19 vaccines to all diplomats, including UN staff.  We’ve not completed inoculating health worker…",Listowel,IND,None,2021-03-23 11:14:53,2
martinubedizzy,"Our freight services remain unaffected with strict Covid-19 protocols in place. For more information, please visit: ",,None,None,2021-03-23 11:14:53,3
lefty_dogooder," : Please join us in a minute’s silence at noon, honouring those lost to Covid-19 this year. We’d also like to hear from y…",slightly to the left of Lenin,None,None,2021-03-23 11:14:54,0
dondelion,"Partying during the covid-19 pandemic is irresponsible and quite pathetic. Instead enjoy some great pectin, fruit b… ","OMG, I wish I knew!",None,None,2021-03-23 11:14:54,1
seunakioye,And what about the millions upon millions of us that have had the virus and now have antibodies? No love for those… ,"Abuja, Nigeria",None,None,2021-03-23 11:14:55,4
catchthe_k," : One year on from first lockdown, Britain grieves for COVID-19 dead  ",,None,None,2021-03-23 11:14:55,2
tmcarew,"Do you know your COVID-19 status?
For area COVID testing options, please visit our website for ""Ongoing COVID Test… ","South Dublin City, Ireland",None,None,2021-03-23 11:14:56,2
Callyfm,"""I got the vaccine so I can be there for my patients, my community, and my family."" - Dr. Naresh Agarwal

Let's end… ","Melbourne, Victoria",None,None,2021-03-23 11:14:57,2
zamandech,Regeneron and Roche's antibody cocktail shown helping in COVID-19 cases ,,None,None,2021-03-23 11:14:57,2
shesheface,Child protection &amp,Everywhere.com,None,None,2021-03-23 11:14:57,2
thewrongone_ed,"Netizens stan Liza Soberano for being vocal about gov't incompetency

NETIZENS lauded actress Liza Soberano for bei… ",,None,None,2021-03-23 11:14:57,2
lise_latulippe, : OMG! This asshole is less than 30 miles from here. This reinforces my decision to remain isolated. I wonder how many peo…,Brampton.Ont,None,None,2021-03-23 11:14:57,2
NowImRegal,"Casirivimab and imdevimab reduced hospitalisation, death by 70% in non-hospitalised patients with COVID-19… ","Lawrenceville, GA",AUS,None,2021-03-23 11:14:58,2
S_werve,"Are you or someone you know worried about the AstraZeneca vaccine? 

AstraZeneca have published a press release,… ",,None,None,2021-03-23 11:14:58,2
woolley4960," : No matter where you live in Peel, we’re all one community. Help end the spread of COVID-19 in Peel by continuing the acti…","Lincoln, Ontario",CA,Canada,2021-03-23 11:14:58,2
Todayhindinews1,Survey shows college presidents emerging fr5:05,India,None,None,2021-03-23 11:14:58,2
marina_sea, : US President  congratulated President  &amp,Fake Democracy,None,None,2021-03-23 11:14:58,2
flosips,Germany is likely living through the most dangerous phase of the COVID-19 pandemic as new coronavirus variants spre… ,Kenya,None,None,2021-03-23 11:14:58,2
kk_aaamt," _brindley: CT ranks 7th in new cases per capita.

I asked  about this and he said it's likely bc CT does a lot of testin…",,None,None,2021-03-23 11:14:59,4
yogpawar,"Results from a U.S. trial of AstraZeneca's COVID-19 vaccine may have used ""outdated information,"" U.S. federal heal… ",Mumbai,None,None,2021-03-23 11:14:59,2
Oroblogg," : Yesterday we visited Irwell Valley residents as part of our COVID-19 support programme! 

We were joined by two of our t…",Nigeria,IND,None,2021-03-23 11:15:00,2
rStillredjack,Possible Explanation:,United Kingdom,None,None,2021-03-23 11:15:00,4
ANCALERTS,(4/4) This site is only for people without symptoms. Anyone with COVID-19 symptoms should book a test in the usual… ,Philippines,None,None,2021-03-23 11:15:00,2
InterativaFM,Krispy Kreme Will Give Free Doughnuts to Everyone Who Received COVID-19 Vaccinations  ,Goiânia - Goiás - Brasil,None,None,2021-03-23 11:15:00,2
WXXINews,Around midnight last night the NIH put out a statement saying it was concerned AstraZeneca released “outdated infor… ,"Rochester, NY, USA",IND,None,2021-03-23 11:15:00,2
WITN,Ontario's hospitals will receive $1.2 billion in provincial funding to help relieve the financial pressures imposed… ,Eastern North Carolina,None,None,2021-03-23 11:15:00,4
RebeccaRibley,Russian authorities hope that Putin’s long-awaited decision to get his first dose of a Russian Covid-19 vaccine wil… ,,None,None,2021-03-23 11:15:00,2
pilot_dereva, :   Care home workers will be required by law to have a Covid-19 jab under a historic legal change agreed by Boris Johnson a…,"Nairobi, Kenya",None,None,2021-03-23 11:15:00,2
nplyact," : Czech Republic reports nearly 3,000 suspected cases of COVID-19 reinfection ",,None,None,2021-03-23 11:15:00,2
POFerriesFR8,"The COVID-19 pandemic has led to advancements in air and surface cleaning technologies for indoor environments. 

W… ","Dover, GBR.",USA,None,2021-03-23 11:15:01,2
nannym63," : If you already got your #COVID19 vaccine, are you wondering when the immunity kicks in and how long it lasts? Can you still catch…","South East, England",None,None,2021-03-23 11:15:01,2
ChetcutiMark, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Ontario, CA",None,None,2021-03-23 11:15:01,2
RG_Haynes,Taking Remote Recruitment to the Next Level in the Wake of COVID-19 - Coruzant Technologies … ,,None,None,2021-03-23 11:15:01,2
world_news_eng," : As an organization taught to do good unto all, MCGI keep on finding ways for its charitable and evangelical works to contin…",,None,None,2021-03-23 11:15:01,2
stclairhealth,"COVID-19 has changed the world of work, so is it time for a change to your recruitment strategy? With a heightened… ","Belleville, IL",None,None,2021-03-23 11:15:01,2
CityofPeoria_IL," : It's been bizarre. Trudeau gov't sucked up to China on the pandemic until recently, even developing a truly idiotic plan to…","Peoria, IL",GBR,None,2021-03-23 11:15:02,3
freefoIk74, : Why Covid-19 Vaccine Efficacy Differs — And Why It Doesn’t Matter  via ,Portugal,USA,None,2021-03-23 11:15:03,2
NuffieldFound,A further £33 million of emergency COVID-19 funding will be provided to support light rail and tram operators durin… , support are in urgent need of reform as COVID-19 increases risk of serious harm to young childre… https://t.co/9bDhbk3BMZ,"London, England",None,None,2
pinoy_publiko," : BREAKING: The country logs 5,867 new COVID-19 cases as the total number jumps to 677,653.

Active cases are at a record…",,None,None,2021-03-23 11:15:03,2
ferndogg59,COVID-19 shots now available to Floridians age 50+ - WJXT News4JAX  ,,None,None,2021-03-23 11:15:04,2
poandpo, : KENYA AIRWAYS reports worst-ever loss of Sh36.2bn for 2020 as revenues decline by 59pc on account of Covid-19 disruptio…,World,None,None,2021-03-23 11:15:04,3
LinksCVS," : Child protection &amp; support are in urgent need of reform as COVID-19 increases risk of serious harm to young children

Ne…",Chesterfield & North East Derbyshire,None,None,2021-03-23 11:15:04,2
mbohl07,EMA advises against use of ivermectin for the prevention or treatment of COVID-19 outside trials… ,"Cambridge, Ontario",None,None,2021-03-23 11:15:04,2
alan_jutras, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,beverly,None,None,2021-03-23 11:15:04,2
Danwhite1972," : If white people can literally chase down an Army supply train Mad Max style, hold the soldiers prisoner and face minim…","Fareham, England",None,None,2021-03-23 11:15:04,2
YoupDeBoer, : I have tested positive for COVID-19 this morning and I am currently home quarantined and undergoing treatment for the sa…,,None,None,2021-03-23 11:15:05,2
lulabelldesigns," : JUST IN: NIAID says it's ""concerned"" that AstraZeneca ""may have included outdated information"" from a trial of its COVID-19 vacc…",America,None,None,2021-03-23 11:15:05,2
Ahmedbaloch1111,"One year on since the COVID-19 pandemic arrived upon us, Mrs Nicola Kaye, headteacher from Swaffham Church of Engla… ", Pakistani Nation on #PakistanResolutionDay. He said that US-…,Pakistan,None,None,2
Reuters_Health," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 11:15:05,3
1718106J," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,GBR,None,2021-03-23 11:15:05,3
WBTWNews13," : ""Nobody knows until when Covid-19 is going to wreak havoc to humanity. With this uncertainty ahead of us, our only ref…","Myrtle Beach, SC",None,None,2021-03-23 11:15:06,2
DebK2013," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",Manchester,None,None,2021-03-23 11:15:06,3
musicshowpredi," : As a scientist, I follow the facts,” said Bridle. “The evidence is overwhelming: .. COVID-19 is no worse than the annual…",,Pakistan,None,2021-03-23 11:15:06,1
southayrshire, : It’s been a year since the outbreak of Covid-19 &amp,South Ayrshire,None,None,2021-03-23 11:15:06,2
BlackInformant,None,New York. New York,None,None,2021-03-23 11:15:07,4
ArielCohen37, _GallagherAD3: BREAKING: Appeals Court Sets Date in Gallagher/Kiley v. Newsom. The parties will appear before the 3rd District Court o…,"Washington, DC",None,None,2021-03-23 11:15:07,2
PtboThisWeek," : Kogi: Yahaya Bello collected palliatives, must accept COVID-19 vaccines - Dino Melaye - Daily Post Nigeria …","Peterborough, Ontario",None,None,2021-03-23 11:15:07,2
BloombergAsia," : AstraZeneca may have included outdated information from COVID-19 trial, NIAID says ",,None,None,2021-03-23 11:15:07,3
Paul50232634, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,,None,None,2021-03-23 11:15:07,2
AlexSimko5," : Myeloma Newsletter Series w/  _Doc &amp; Nikhil Munshi, MD

Managing pts with #MM during CO…",,USA,None,2021-03-23 11:15:07,2
TraneCommercial, : New late-stage trial data show Regeneron and Roche’s antibody cocktail against COVID-19 cut hospitalization or death by 70% ve…,"Davidson, NC",USA,None,2021-03-23 11:15:07,2
arny_rahim,"Uddhav Thackeray in favour of lockdown in some cities if COVID-19 cases keep rising, says Rajesh Tope – India News… ",Bandung 🇲🇨,None,None,2021-03-23 11:15:07,2
covgirl48, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,,None,None,2021-03-23 11:15:08,2
CSuitePro," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Kansas City, USA",None,None,2021-03-23 11:15:08,3
YhanaReblora17, : Officials from the IRS and U.S. Treasury said Monday the next batch of COVID-19 stimulus payments will start hitting bank account…,,None,None,2021-03-23 11:15:08,3
WildRecruitment, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,"Milton Keynes, Portsmouth & Poole",None,None,2021-03-23 11:15:08,0
TheDuggerD, : A recap of major milestones and achievements of the Government &amp,"Cedar, British Columbia",None,None,2021-03-23 11:15:08,2
ldrscke,We are observing a minute's silence in our practice today,"Dublin, Ireland",None,None,2021-03-23 11:15:08,3
nottmpartners, another explanation:,Nottingham,USA,None,2021-03-23 11:15:08,4
liensearchnar,"Of course, they had to do AstraZeneca dirty ","famy, calabarzon",None,None,2021-03-23 11:15:09,4
AndyVermaut,ICYMI: Senator Coons leads bipartisan push to incentivize charitable giving amid COVID-19 ,"Diksmuide, België",None,None,2021-03-23 11:15:09,2
omangi_," : One year on from first lockdown, Britain grieves for COVID-19 dead  ",,None,None,2021-03-23 11:15:09,2
bright_oparaji,Who took the picture? He’s again wearing no mask so isn’t photographer risking infection here?,Liverpool ,None,None,2021-03-23 11:15:09,4
poandpo, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,World,None,None,2021-03-23 11:15:09,2
annjohnsonn_,"_PCPH Researchers have proposed a model to support the safe return of crowds to live events, while reducin… ",,None,None,2021-03-23 11:15:09,2
Ti_Enjoli, : Local community groups are the ones who actually know how to find people &amp,Four Seasons Total Landscaping,None,None,2021-03-23 11:15:10,2
CopraGemini32," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 11:15:10,3
BillSpadea," : AstraZeneca may have included outdated information from COVID-19 trial, NIAID says ",Princeton NJ,None,None,2021-03-23 11:15:10,3
DioceseNorwich," : Truth be told, COVID-19 took so much away from us. We smile, laugh and live through the pain just so we can go on living bu…",Norfolk and North East Suffolk,None,None,2021-03-23 11:15:10,1
dtkendall14," : The Covid-19 pandemic represented a test of elites in the U.S., from public-health experts to the corporate media. The…","New Jersey, USA",None,None,2021-03-23 11:15:10,2
AufaitDan," : There will be a minute's silence at noon to remember those who have died of COVID-19

One in six Britons (17%) have lost a frie…",The Greater Than Club,None,None,2021-03-23 11:15:10,1
HazelDagoy, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,Dumaguete City,None,None,2021-03-23 11:15:11,2
ZaDoublEE, : Why are there so many people so invested in denying that covid-19 doesn’t spread in schools? Is it just the money? They…,O Block,None,None,2021-03-23 11:15:11,4
Gaylefont5," : BREAKING: U.S. National Institutes of Health says AstraZeneca may have released ""outdated information"" from COVID-19 vaccine t…",,None,None,2021-03-23 11:15:11,2
ubeleinitiative,"The Czech Republic said on Tuesday the total number of deaths connected to COVID-19 had passed the 25,000 mark. ", our campaign urging the sector to distribute emergency funding equita…,USA,None,None,1
world_of_dizzle,"The Test/Quiz ""Football COVID-19 Screen"" has been posted for Tuesday, March 23. 

To view the Test/Quiz, click the… ",,None,None,2021-03-23 11:15:15,2
BlasitaL," : ZERO Cases today!
Navajo Nation has 0 cases of COVID-19 infection today, March 22, 2021. the last time we had 0 cases…",,None,None,2021-03-23 11:15:15,2
PerKurowski," : No, it's not 1 April.

Government workers demand an 80% increase in their minimum wage – and at least R36,000 in Covid-19 ‘d…",Actually I am globalized,None,None,2021-03-23 11:15:15,3
sgfurlong,Bell: Alberta's COVID-19 roadblock on the way back to normal  ,Bury | Ireland (too rarely),None,None,2021-03-23 11:15:15,2
Mandy55551,Arizona man arrested after holding National Guardsmen transporting COVID-19 vaccines at gunpoint: cops #Arizona ,,None,None,2021-03-23 11:15:15,2
_lawale_,Thank you Craig for being on top of things - as usual,LAGOS,None,None,2021-03-23 11:15:16,0
Alisonp41364968,Dissolve this thing,,None,None,2021-03-23 11:15:16,1
salmani_sania, : New study suggests that almost half of Brazil's population believes in at least one of the many lies being spread about…,,None,None,2021-03-23 11:15:16,3
MedEdBot," _NWL: _PCPH Researchers have proposed a model to support the safe return of crowds to live events, while reducing the risk…",,None,None,2021-03-23 11:15:17,2
God61284517, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,India,None,None,2021-03-23 11:15:17,2
Trendypedia2," : Our new paper in _Gastro!

 Impact of COVID-19 on GI cancers in 

 in new Dx of Esoph, Liver, Biliary &amp; Pancr…",,USA,None,2021-03-23 11:15:17,2
RegionalLampoon, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Maryland, USA",None,None,2021-03-23 11:15:17,2
snickss_," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",jerz,None,None,2021-03-23 11:15:17,3
B_Clark83, : Officials from the IRS and U.S. Treasury said Monday the next batch of COVID-19 stimulus payments will start hitting bank account…,"Fort Worth, TX",None,None,2021-03-23 11:15:18,3
blueisaac1, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,,IND,None,2021-03-23 11:15:18,0
F4H4DSARFRAZ, : A recap of major milestones and achievements of the Government &amp, People of Pakistan in the past year despite the chall…,"Paris, France",None,None,2
bevbostock,We are observing a minute's silence in our practice today,Hereford GBR ,USA,None,2021-03-23 11:15:18,3
musicshowpredi, another explanation:,,None,None,2021-03-23 11:15:18,4
VaneSande,"Of course, they had to do AstraZeneca dirty ",ROA,None,None,2021-03-23 11:15:18,4
QuorumCall,ICYMI: Senator Coons leads bipartisan push to incentivize charitable giving amid COVID-19 ,USA,None,None,2021-03-23 11:15:19,2
HabBradley," : One year on from first lockdown, Britain grieves for COVID-19 dead  ",,"Paris, France",None,2021-03-23 11:15:19,2
ayeshaijazkhan,Who took the picture? He’s again wearing no mask so isn’t photographer risking infection here?,"London, GBR",None,None,2021-03-23 11:15:19,4
enricofrasca3, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Roma, Lazio",None,None,2021-03-23 11:15:19,2
ARC_NWL,"_PCPH Researchers have proposed a model to support the safe return of crowds to live events, while reducin… ",London,None,None,2021-03-23 11:15:20,2
staran1981, : Local community groups are the ones who actually know how to find people &amp, build trust around getting the COVID-19 vaccine.…,USA,None,None,2
supercheryl," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",I-290 West,None,None,2021-03-23 11:15:20,3
kaibocay," : AstraZeneca may have included outdated information from COVID-19 trial, NIAID says ",,GBR,None,2021-03-23 11:15:20,3
Carolmmadjdjim1," : Truth be told, COVID-19 took so much away from us. We smile, laugh and live through the pain just so we can go on living bu…","Pretoria, South Africa",None,None,2021-03-23 11:15:20,1
NickAtNight128," : The Covid-19 pandemic represented a test of elites in the U.S., from public-health experts to the corporate media. The…",USA,GBR,None,2021-03-23 11:15:20,2
aryafah," : There will be a minute's silence at noon to remember those who have died of COVID-19

One in six Britons (17%) have lost a frie…",afghane&française,None,None,2021-03-23 11:15:21,1
bludheaven, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"(she/her, 20) (ita/eng)",None,None,2021-03-23 11:15:21,2
NolaMarion14, : Why are there so many people so invested in denying that covid-19 doesn’t spread in schools? Is it just the money? They…,,None,None,2021-03-23 11:15:22,4
AlexSimko5," : BREAKING: U.S. National Institutes of Health says AstraZeneca may have released ""outdated information"" from COVID-19 vaccine t…",,None,None,2021-03-23 11:15:22,2
anews,"The Czech Republic said on Tuesday the total number of deaths connected to COVID-19 had passed the 25,000 mark. ","Istanbul, Turkey",USA,None,2021-03-23 11:15:23,1
GraftonHSFB,"The Test/Quiz ""Football COVID-19 Screen"" has been posted for Tuesday, March 23. 

To view the Test/Quiz, click the… ",,None,None,2021-03-23 11:15:23,2
ProfCiara," : ZERO Cases today!
Navajo Nation has 0 cases of COVID-19 infection today, March 22, 2021. the last time we had 0 cases…","Gulfport, FL",None,None,2021-03-23 11:15:23,2
Fern514," : No, it's not 1 April.

Government workers demand an 80% increase in their minimum wage – and at least R36,000 in Covid-19 ‘d…",,None,None,2021-03-23 11:15:24,3
calgarysun,Bell: Alberta's COVID-19 roadblock on the way back to normal  ,"ÜT: 50.953278,-113.978785",None,None,2021-03-23 11:15:24,2
_JAMGOTCHIAN,Arizona man arrested after holding National Guardsmen transporting COVID-19 vaccines at gunpoint: cops #Arizona ,,None,None,2021-03-23 11:15:24,2
MRobertsQLD,Thank you Craig for being on top of things - as usual,"Brisbane, Queensland",None,None,2021-03-23 11:15:25,0
_dasiago,Dissolve this thing,Kenya,None,None,2021-03-23 11:15:25,1
_Pe_Jota, : New study suggests that almost half of Brazil's population believes in at least one of the many lies being spread about…,Araguaína-TO,None,None,2021-03-23 11:15:25,3
bright_oparaji," _NWL: _PCPH Researchers have proposed a model to support the safe return of crowds to live events, while reducing the risk…",Liverpool ,None,None,2021-03-23 11:15:26,2
JZMorrisEsq, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Philadelphia, PA",None,None,2021-03-23 11:15:26,2
Samir_Grover," : Our new paper in _Gastro!

 Impact of COVID-19 on GI cancers in 

 in new Dx of Esoph, Liver, Biliary &amp; Pancr…",Toronto,None,None,2021-03-23 11:15:27,2
josh__efc, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,"Liverpool, England",None,None,2021-03-23 11:15:27,0
PIBKohima, : COVID-19 Testing Update. For more details visit:  _INDIA  #ICMRFIGHTSCOVID19 #Ind…,"Kohima, India",None,None,2021-03-23 11:15:27,2
lanuuhbanana," : Situation at The Medical City.

Hospital has declared full capacity for COVID-19 patients. All 120 beds reserved for patient…",inside your head,None,None,2021-03-23 11:15:27,2
DarcyB," : “In total, the Saskatchewan Health Authority (SHA) said that 28 out of 37 ICU beds in the city’s two hospitals were occu…", ,None,None,2021-03-23 11:15:27,2
Suicide_Med, _klaus: _Lauterbach: Aha. Die beste Lanzeitstudie über #LongCovid. An internat. web-based survey? Survey distribution via onl…,Nah dran,CAN,None,2021-03-23 11:15:27,2
jdkburke, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Atlanta, GA",GBR,None,2021-03-23 11:15:27,2
SSiaguru," : #PNG today received 8,000 doses of COVID-19 vaccine. This initial batch, provided by the Government of Australia, will be off…",Papua New Guinea,IND,None,2021-03-23 11:15:27,2
elm379," : Joe Biden’s Border Crisis is spreading COVID-19 far faster than “spring break” in Miami.

The media knows it. Putting hu…",,None,None,2021-03-23 11:15:27,2
Zubia07175829, : Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery after he tests Covid-19 positive ,,None,None,2021-03-23 11:15:27,0
Loay_Mudhoon,"Playing politics with poverty

President Sisi’s COVID-19 divisive vaccine strategy

… ",,None,None,2021-03-23 11:15:28,2
Wellcome_Home,(Doctors advise on timing of mammograms and the COVID-19 vaccine – Encinitas Advocate) has been published on chines… ,Zieglerville PA,None,None,2021-03-23 11:15:28,2
realJoeyMG,None,My bedroom (most likely),None,None,2021-03-23 11:15:29,4
JeffreyLerman," Meanwhile, south of the border:","Home, typically",None,None,2021-03-23 11:15:29,2
MsGabrielReyes," : Ooooh, so people are outraged in the comments but when Elsa complained about poor service it was ""be patriotic"" …","Nairobi, Kenya",None,None,2021-03-23 11:15:30,3
jeongbyulji, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,Colombia,None,None,2021-03-23 11:15:30,2
katemosse," _latest: As we reach the anniversary of the first GBR national lockdown, we remember the doctors who have died of covid-19

""Each nam…",Chichester,None,None,2021-03-23 11:15:31,1
AdamMcQuilkinBS,105 cup cakes delivered by _Spectrum to our local COVID-19 vaccine centre as as big thank you to the army of vo… ,"Ollerton, England",None,None,2021-03-23 11:15:31,2
tdawry,"The various vaccines all being able to claim 100% efficacy against severe disease is nothing short of a coup.

Syst… ","Christiansburg, VA",None,None,2021-03-23 11:15:32,0
SalibaEra_,"Covid-19 is real my guys, continue wearing that mask, wash your hands with running water or a sanitizer, maintain s… ","London, England",None,None,2021-03-23 11:15:33,2
thereald0rt," : ""One recent review found that 47 percent of people with Covid-19 had smell and taste changes; of those, about half repor…","Meath, Ireland",None,None,2021-03-23 11:15:33,2
seanxchen, : Oil prices fall more than 3% as European COVID-19 curbs point to demand hit ,Toronto and Internet,None,None,2021-03-23 11:15:33,2
AUBMCF," : To help raise awareness on protection from COVID-19 in Somalia, and as part of the #ServiceDay activities co-organized by …",Reynolds Hall,GBR,None,2021-03-23 11:15:33,2
civilianPower77, : Pakistan gets ready for fourth wave of COVID-19 | Op-eds – Gulf News ,,None,None,2021-03-23 11:15:34,2
apexworldnews,"The GPO has been developing its Covid-19 vaccine by cultivating the inactivated virus in hen eggs, before extractin… ",,GBR,None,2021-03-23 11:15:34,2
Imkatyxx," : METRO MANILA is now at HIGH RISK in terms of ICU bed occupancy for the first time since August last year ‼

Over 70% of I…","Tandang sora qc, philippines",None,None,2021-03-23 11:15:34,2
